"YEAR","MONTH","DAY","LAKE","STATE_PROV","SPECIES","NO_STOCKED","AGEMONTH","WEIGHT","CONDITION"
1950,5,16,"MI","ON","LAT",49888,NA,NA,"0"
1952,4,29,"SU","WI","LAT",102097,NA,816.78,"0"
1952,9,23,"SU","WI","LAT",145000,NA,870,"0"
1952,5,16,"SU","MI","LAT",65366,NA,588.29,"0"
1953,5,27,"SU","WI","LAT",80137,NA,1442.47,"0"
1953,10,10,"SU","WI","LAT",132980,NA,664.9,"0"
1953,5,16,"SU","MI","LAT",69439,NA,902.71,"0"
1953,5,16,"SU","MI","LAT",139073,NA,695.37,"0"
1953,5,16,"SU","ON","LAT",49915,NA,NA,"0"
1954,6,8,"SU","WI","LAT",102016,NA,612.1,"0"
1954,10,15,"SU","WI","LAT",142323,NA,1280.91,"0"
1954,5,16,"SU","MI","LAT",121296,NA,970.37,"0"
1954,5,16,"SU","MI","LAT",134318,NA,1208.86,"0"
1955,5,16,"SU","WI","LAT",102794,NA,2569.85,"0"
1955,5,16,"SU","MI","LAT",60744,NA,1214.88,"0"
1956,5,16,"SU","WI","LAT",200731,NA,5018.28,"0"
1958,4,21,"SU","ON","LAT",5000,24,NA,"0"
1958,5,16,"SU","WI","LAT",183964,NA,3679.28,"0"
1958,5,16,"SU","MI","LAT",80020,NA,960.24,"0"
1958,5,16,"SU","ON","LAT",250000,NA,500,"0"
1958,5,16,"SU","MI","LAT",60033,NA,780.43,"0"
1958,5,16,"SU","MI","LAT",119975,NA,1559.68,"0"
1958,5,16,"SU","ON","LAT",287870,NA,3742.31,"0"
1958,5,16,"SU","MI","LAT",24250,NA,436.5,"0"
1958,5,16,"SU","MI","LAT",13870,NA,485.45,"0"
1959,5,16,"SU","WI","LAT",75524,NA,1586,"0"
1959,5,16,"SU","WI","LAT",75536,16,1586.26,"0"
1959,5,16,"SU","MI","LAT",5573,26,356.67,"0"
1959,5,16,"SU","MI","LAT",21580,26,1381.12,"0"
1959,5,16,"SU","ON","LAT",216000,15,864,"0"
1959,5,16,"SU","MI","LAT",2452,29,223.13,"0"
1959,5,16,"SU","MI","LAT",2888,40,727.78,"0"
1959,5,16,"SU","MI","LAT",10972,NA,NA,"0"
1959,5,16,"SU","ON","LAT",256590,NA,3592.26,"0"
1960,7,15,"SU","ON","LAT",50250,3,100.5,"0"
1960,11,13,"MI","MI","LAT",24543,10,196.34,"0"
1960,5,16,"MI","MI","LAT",88235,16,2382.35,"0"
1960,5,16,"SU","ON","LAT",65000,NA,NA,"0"
1960,5,16,"SU","WI","LAT",49400,8,345.8,"0"
1960,5,16,"SU","WI","LAT",161350,16,3711.05,"0"
1960,5,16,"SU","MI","LAT",128778,15,1802.89,"0"
1960,5,16,"SU","MI","LAT",131702,NA,1843.83,"0"
1960,5,16,"SU","MI","LAT",132628,16,3050.44,"0"
1960,5,16,"SU","ON","LAT",23990,14,455.81,"0"
1960,5,16,"SU","ON","LAT",32190,14,611.61,"0"
1960,5,16,"SU","ON","LAT",37905,14,720.2,"0"
1960,5,16,"SU","ON","LAT",38840,14,737.96,"0"
1960,5,16,"SU","ON","LAT",65000,NA,NA,"0"
1960,5,16,"SU","ON","LAT",23990,14,455.81,"0"
1960,5,16,"SU","ON","LAT",32190,14,611.61,"0"
1960,5,16,"SU","ON","LAT",37905,14,720.2,"0"
1960,5,16,"SU","ON","LAT",38840,14,737.96,"0"
1961,7,18,"SU","ON","LAT",60200,3,120.4,"0"
1961,5,16,"MI","MI","LAT",94823,15,1706.81,"0"
1961,5,16,"SU","WI","LAT",31885,NA,542.05,"0"
1961,5,16,"SU","WI","LAT",77002,NA,1309.03,"0"
1961,5,16,"SU","WI","LAT",96960,16,3005.76,"0"
1961,5,16,"SU","WI","LAT",108175,16,NA,"0"
1961,5,16,"SU","MI","LAT",171730,16,3091.14,"0"
1961,5,16,"SU","ON","LAT",107500,15,537.5,"0"
1961,5,16,"SU","MI","LAT",59700,16,1492.5,"0"
1961,5,16,"SU","ON","LAT",107500,15,537.5,"0"
1961,5,16,"SU","MI","LAT",48700,17,876.6,"0"
1961,5,16,"SU","ON","LAT",22250,NA,378.25,"0"
1961,5,16,"SU","ON","LAT",28400,NA,482.8,"0"
1961,5,16,"SU","ON","LAT",58965,NA,1002.41,"0"
1961,5,16,"SU","ON","LAT",22250,NA,378.25,"0"
1961,5,16,"SU","ON","LAT",28400,NA,482.8,"0"
1961,5,16,"SU","ON","LAT",58965,NA,1002.41,"0"
1961,5,16,"SU","MI","LAT",112500,17,3037.5,"0"
1962,9,27,"SU","MN","LAT",76559,8,405.76,"0"
1962,5,16,"MI","WI","LAT",72936,16,1750.46,"0"
1962,5,16,"SU","WI","LAT",120800,16,2416,"0"
1962,5,16,"SU","WI","LAT",115870,20,5909.37,"0"
1962,5,16,"SU","WI","LAT",101722,17,2644.77,"0"
1962,5,16,"SU","WI","LAT",154776,17,4024.18,"0"
1962,5,16,"SU","MI","LAT",322789,16,5487.41,"0"
1962,5,16,"SU","ON","LAT",6700,15,33.5,"0"
1962,5,16,"SU","ON","LAT",118000,15,590,"0"
1962,5,16,"SU","ON","LAT",6700,15,33.5,"0"
1962,5,16,"SU","ON","LAT",118000,15,590,"0"
1962,5,16,"SU","MI","LAT",86907,16,1564.33,"0"
1962,5,16,"SU","ON","LAT",10645,13,159.68,"0"
1962,5,16,"SU","ON","LAT",22290,13,334.35,"0"
1962,5,16,"SU","ON","LAT",29640,13,444.6,"0"
1962,5,16,"SU","ON","LAT",66512,13,997.68,"0"
1962,5,16,"SU","MI","LAT",295465,16,5318.37,"0"
1962,5,16,"SU","ON","LAT",10645,13,159.68,"0"
1962,5,16,"SU","ON","LAT",22290,13,334.35,"0"
1962,5,16,"SU","ON","LAT",29640,13,444.6,"0"
1962,5,16,"SU","ON","LAT",66512,13,997.68,"0"
1962,5,16,"SU","MI","LAT",70000,NA,560,"0"
1963,5,16,"SU","ON","LAT",40000,NA,NA,"0"
1963,9,16,"SU","MN","LAT",85236,8,238.66,"0"
1963,9,25,"SU","MN","LAT",89584,8,268.75,"0"
1963,5,16,"MI","WI","RBT",9200,NA,NA,"0"
1963,5,16,"ON","ON","LAT",74700,NA,NA,"0"
1963,5,16,"ON","ON","LAT",106767,15,2135.34,"0"
1963,5,16,"SU","WI","LAT",311469,15,7475.26,"0"
1963,5,16,"SU","MI","LAT",83000,15,498,"0"
1963,5,16,"SU","MI","LAT",266745,19,8269.1,"0"
1963,5,16,"SU","MI","LAT",273430,16,4374.88,"0"
1963,5,16,"SU","ON","LAT",13934,14,195.08,"0"
1963,5,16,"SU","ON","LAT",30355,14,424.97,"0"
1963,5,16,"SU","ON","LAT",79065,14,1106.91,"0"
1963,5,16,"SU","MI","LAT",562580,15,9563.86,"0"
1963,5,16,"SU","ON","LAT",13934,14,195.08,"0"
1963,5,16,"SU","ON","LAT",30365,14,425.11,"0"
1963,5,16,"SU","ON","LAT",79065,14,1106.91,"0"
1963,5,16,"SU","MI","LAT",161815,9,647.26,"0"
1963,5,16,"SU","ON","LAT",95000,16,475,"0"
1963,5,16,"SU","ON","LAT",95000,16,475,"0"
1964,4,28,"SU","MN","LAT",90000,15,576,"0"
1964,5,5,"SU","MN","LAT",92000,15,588.8,"0"
1964,5,22,"SU","MN","LAT",20000,1,NA,"0"
1964,6,18,"SU","MI","LAT",194630,16,3308.71,"0"
1964,9,28,"SU","MN","LAT",15412,8,204.98,"0"
1964,10,1,"SU","MN","LAT",22434,8,296.13,"0"
1964,5,16,"MI","WI","RBT",1500,NA,NA,"0"
1964,5,16,"MI","WI","RBT",13500,NA,NA,"0"
1964,5,16,"ON","ON","LAT",36739,16,440.87,"0"
1964,5,16,"ON","ON","LAT",74619,16,1865.48,"0"
1964,5,16,"SU","WI","LAT",86613,13,1818.87,"0"
1964,5,16,"SU","WI","LAT",88982,13,1868.62,"0"
1964,5,16,"SU","WI","LAT",117579,13,2469.16,"0"
1964,5,16,"SU","WI","LAT",159300,13,3345.3,"0"
1964,5,16,"SU","WI","LAT",290961,13,6110.18,"0"
1964,5,16,"SU","MI","LAT",122400,16,1836,"0"
1964,5,16,"SU","MI","LAT",97700,16,1465.5,"0"
1964,5,16,"SU","MI","LAT",108050,16,1620.75,"0"
1964,5,16,"SU","MI","LAT",141390,16,2120.85,"0"
1964,5,16,"SU","MI","LAT",61600,16,924,"0"
1964,5,16,"SU","MI","LAT",155850,16,2337.75,"0"
1964,5,16,"SU","MI","LAT",52900,16,793.5,"0"
1964,5,16,"SU","ON","LAT",25000,15,125,"0"
1964,5,16,"SU","ON","LAT",43500,15,217.5,"0"
1964,5,16,"SU","ON","LAT",56500,15,282.5,"0"
1964,5,16,"SU","MI","LAT",98780,15,1086.58,"0"
1964,5,16,"SU","MI","LAT",99130,15,1090.43,"0"
1964,5,16,"SU","MI","LAT",63340,16,950.1,"0"
1964,5,16,"SU","ON","LAT",25755,15,257.55,"0"
1964,5,16,"SU","ON","LAT",38235,15,382.35,"0"
1964,5,16,"SU","ON","LAT",47210,15,472.1,"0"
1964,5,16,"SU","ON","LAT",25755,15,257.55,"0"
1964,5,16,"SU","ON","LAT",38235,15,382.35,"0"
1964,5,16,"SU","ON","LAT",47210,15,472.1,"0"
1964,5,16,"SU","ON","LAT",25000,15,125,"0"
1964,5,16,"SU","ON","LAT",43500,15,217.5,"0"
1964,5,16,"SU","ON","LAT",56500,15,282.5,"0"
1965,5,11,"SU","ON","LAT",11000,16,55,"0"
1965,5,11,"SU","ON","LAT",11000,16,55,"0"
1965,5,13,"SU","ON","LAT",10450,16,52.25,"0"
1965,5,13,"SU","ON","LAT",10450,16,52.25,"0"
1965,5,16,"SU","ON","LAT",4950,16,99,"0"
1965,5,16,"SU","ON","LAT",6770,16,135.4,"0"
1965,5,17,"SU","ON","LAT",21270,16,425.4,"0"
1965,5,26,"SU","MN","LAT",35000,1,NA,"0"
1965,6,3,"SU","MN","LAT",25645,16,351.34,"0"
1965,6,3,"SU","MN","LAT",25645,16,351.34,"0"
1965,6,10,"SU","MN","LAT",25223,16,385.91,"0"
1965,6,10,"SU","MN","LAT",25223,16,385.91,"0"
1965,6,29,"SU","MI","LAT",99650,16,1793.7,"0"
1965,10,7,"SU","MN","LAT",16098,NA,45.07,"0"
1965,10,7,"SU","MN","LAT",16098,NA,45.07,"0"
1965,10,7,"SU","MN","LAT",16099,NA,45.08,"0"
1965,10,21,"SU","MN","LAT",27360,NA,87.55,"0"
1965,10,21,"SU","MN","LAT",23727,NA,75.93,"0"
1965,10,21,"SU","MN","LAT",50137,NA,135.37,"0"
1965,5,16,"MI","MI","LAT",102000,15,2244,"0"
1965,5,16,"MI","MI","LAT",314997,18,9764.91,"0"
1965,5,16,"MI","MI","LAT",100500,15,1507.5,"0"
1965,5,16,"MI","MI","LAT",313970,18,9419.1,"0"
1965,5,16,"MI","WI","LAT",103000,15,1957,"0"
1965,5,16,"MI","WI","LAT",101600,NA,1727.2,"0"
1965,5,16,"MI","MI","LAT",237811,18,6896.52,"0"
1965,5,16,"MI","WI","RBT",3730,NA,NA,"0"
1965,5,16,"MI","WI","RBT",19100,NA,NA,"0"
1965,5,16,"MI","WI","RBT",2000,NA,NA,"0"
1965,5,16,"SU","WI","LAT",62025,15,1426.58,"0"
1965,5,16,"SU","WI","LAT",73110,NA,1681.53,"0"
1965,5,16,"SU","WI","LAT",94321,NA,2169.38,"0"
1965,5,16,"SU","WI","LAT",117994,15,2713.86,"0"
1965,5,16,"SU","MI","LAT",41000,NA,738,"0"
1965,5,16,"SU","ON","LAT",84620,16,1692.4,"0"
1965,5,16,"SU","ON","LAT",63050,16,315.25,"0"
1965,5,16,"SU","WI","LAT",1e+05,15,2000,"0"
1965,5,16,"SU","MI","LAT",49200,NA,885.6,"0"
1965,5,16,"SU","MI","LAT",46200,NA,831.6,"0"
1965,5,16,"SU","ON","LAT",50030,16,1000.6,"0"
1965,5,16,"SU","ON","LAT",63050,16,315.25,"0"
1965,5,16,"SU","ON","LAT",75000,16,450,"0"
1965,5,16,"SU","ON","LAT",56000,16,280,"0"
1965,5,16,"SU","MI","LAT",79100,NA,1423.8,"0"
1965,5,16,"SU","MI","LAT",193360,NA,2707.04,"0"
1965,5,16,"SU","MI","LAT",34600,NA,622.8,"0"
1965,5,16,"SU","MI","LAT",115525,NA,2079.45,"0"
1966,2,23,"SU","WI","LAT",32240,12,580.32,"0"
1966,3,31,"SU","WI","LAT",11000,13,231,"0"
1966,4,1,"SU","WI","LAT",24036,14,528.79,"0"
1966,4,26,"SU","WI","LAT",22775,14,409.95,"0"
1966,5,2,"MI","MI","LAT",98300,15,1867.7,"0"
1966,5,2,"SU","ON","LAT",50000,16,250,"0"
1966,5,3,"MI","MI","LAT",1e+05,15,1900,"0"
1966,5,4,"MI","MI","LAT",75400,16,1206.4,"0"
1966,5,4,"SU","WI","LAT",85105,15,1446.79,"0"
1966,5,4,"SU","ON","LAT",25000,16,100,"0"
1966,5,5,"SU","ON","LAT",8200,16,49.2,"0"
1966,5,5,"SU","ON","LAT",10500,16,31.5,"0"
1966,5,5,"SU","ON","LAT",8200,16,49.2,"0"
1966,5,5,"SU","ON","LAT",10500,16,31.5,"0"
1966,5,6,"SU","WI","LAT",39451,15,710.12,"0"
1966,5,19,"SU","WI","LAT",14854,15,341.64,"0"
1966,5,22,"MI","MI","LAT",49000,15,931,"0"
1966,5,25,"SU","MI","LAT",66240,16,1059.84,"0"
1966,6,12,"MI","WI","LAT",100500,15,1708.5,"0"
1966,6,21,"SU","MI","LAT",102750,16,1644,"0"
1966,6,22,"SU","MN","LAT",27036,NA,497.46,"0"
1966,6,22,"SU","MN","LAT",27035,NA,497.44,"0"
1966,6,23,"SU","MI","LAT",92360,16,1662.48,"0"
1966,6,24,"SU","MN","LAT",3891,NA,75.87,"0"
1966,6,24,"SU","MN","LAT",6088,NA,132.72,"0"
1966,6,24,"SU","MN","LAT",9979,NA,217.54,"0"
1966,6,24,"SU","MN","LAT",9979,NA,217.54,"0"
1966,6,24,"SU","MN","LAT",9979,NA,217.54,"0"
1966,7,12,"SU","MI","LAT",106571,17,1918.28,"0"
1966,7,14,"MI","MI","LAT",65400,17,1896.6,"0"
1966,7,17,"MI","MI","LAT",99900,16,2597.4,"0"
1966,7,18,"MI","MI","LAT",83500,17,2421.5,"0"
1966,7,18,"SU","MN","LAT",7167,17,177.02,"0"
1966,7,18,"SU","MN","LAT",7167,17,177.02,"0"
1966,7,19,"MI","MI","LAT",83800,17,2346.4,"0"
1966,9,28,"MI","WI","LAT",190300,15,3615.7,"0"
1966,10,10,"SU","MN","LAT",22540,8,87.91,"0"
1966,10,10,"SU","MN","LAT",22540,8,87.91,"0"
1966,10,10,"SU","MN","LAT",22425,8,87.46,"0"
1966,10,21,"SU","MN","LAT",34270,8,133.65,"0"
1966,10,21,"SU","MN","LAT",24416,8,102.55,"0"
1966,10,21,"SU","MN","LAT",25288,8,106.21,"0"
1966,5,16,"MI","MI","BKT",20000,NA,NA,"0"
1966,5,16,"MI","MI","BKT",29240,NA,NA,"0"
1966,5,16,"MI","WI","BNT",3375,NA,NA,"0"
1966,5,16,"MI","WI","BNT",5000,NA,NA,"0"
1966,5,16,"MI","WI","BNT",12925,NA,NA,"0"
1966,5,16,"MI","WI","BNT",14600,NA,NA,"0"
1966,5,16,"MI","WI","BNT",2100,NA,NA,"0"
1966,5,16,"MI","MI","COS",394800,NA,NA,"0"
1966,5,16,"MI","MI","COS",264600,NA,NA,"0"
1966,5,16,"MI","WI","LAT",120400,16,2287.6,"0"
1966,5,16,"MI","MI","LAT",164990,15,3629.78,"0"
1966,5,16,"MI","WI","LAT",201500,NA,3425.5,"0"
1966,5,16,"MI","MI","LAT",185000,18,6290,"0"
1966,5,16,"MI","WI","LAT",148200,17,3112.2,"0"
1966,5,16,"MI","WI","RBT",5600,NA,NA,"0"
1966,5,16,"MI","WI","RBT",11665,NA,NA,"0"
1966,5,16,"MI","MI","RBT",50000,NA,NA,"0"
1966,5,16,"MI","MI","RBT",5000,NA,NA,"0"
1966,5,16,"MI","WI","RBT",19634,NA,NA,"0"
1966,5,16,"MI","WI","RBT",21930,NA,NA,"0"
1966,5,16,"MI","MI","RBT",50000,NA,NA,"0"
1966,5,16,"MI","MI","RBT",7500,NA,NA,"0"
1966,5,16,"MI","MI","RBT",27130,NA,NA,"0"
1966,5,16,"MI","MI","RBT",27130,NA,NA,"0"
1966,5,16,"MI","MI","RBT",50000,NA,NA,"0"
1966,5,16,"SU","MI","COS",192400,NA,NA,"0"
1966,5,16,"SU","WI","LAT",5624,14,95.61,"0"
1966,5,16,"SU","WI","LAT",14130,11,183.69,"0"
1966,5,16,"SU","WI","LAT",14825,11,222.38,"0"
1966,5,16,"SU","MI","LAT",178800,17,4648.8,"0"
1966,5,16,"SU","MI","LAT",151820,16,2732.76,"0"
1966,5,16,"SU","MI","LAT",136091,16,2177.46,"0"
1966,5,16,"SU","ON","LAT",37500,15,337.5,"0"
1966,5,16,"SU","MI","LAT",257847,17,7477.56,"0"
1966,5,16,"SU","MI","LAT",250800,17,4012.8,"0"
1966,5,16,"SU","ON","LAT",50000,16,300,"0"
1966,5,16,"SU","MI","LAT",144876,16,2897.52,"0"
1966,5,16,"SU","ON","LAT",75000,15,825,"0"
1966,5,16,"SU","WI","LAT",87830,14,1668.77,"0"
1966,5,16,"SU","MI","LAT",126100,17,3152.5,"0"
1966,5,16,"SU","ON","LAT",37500,15,337.5,"0"
1966,5,16,"SU","ON","LAT",31300,16,156.5,"0"
1966,5,16,"SU","ON","LAT",75000,15,675,"0"
1966,5,16,"SU","MI","LAT",172420,16,3103.56,"0"
1966,5,16,"SU","ON","LAT",31300,16,156.5,"0"
1966,5,16,"SU","MI","LAT",104739,17,2513.74,"0"
1966,5,16,"SU","MI","LAT",173300,17,5025.7,"0"
1966,5,16,"SU","MI","LAT",153024,17,4131.65,"0"
1967,5,8,"MI","MI","LAT",101410,15,1723.97,"0"
1967,5,10,"MI","IL","LAT",90430,15,1627.74,"0"
1967,5,15,"MI","MI","LAT",101740,15,2034.8,"0"
1967,5,18,"MI","IN","LAT",87380,15,1660.22,"0"
1967,5,23,"MI","WI","LAT",101277,16,2025.54,"0"
1967,5,31,"MI","MI","LAT",80938,16,1699.7,"0"
1967,5,31,"MI","MI","LAT",80567,16,1691.91,"0"
1967,6,6,"SU","MN","LAT",73830,16,694,"0"
1967,6,6,"SU","MN","LAT",19955,16,187.58,"0"
1967,6,6,"SU","MN","LAT",21208,16,199.36,"0"
1967,6,8,"SU","MN","LAT",18654,16,175.35,"0"
1967,6,8,"SU","MN","LAT",74984,16,749.84,"0"
1967,6,8,"SU","MN","LAT",18653,16,175.34,"0"
1967,6,15,"SU","MI","LAT",90370,15,1174.81,"0"
1967,6,22,"SU","MI","LAT",109540,16,1533.56,"0"
1967,6,26,"SU","MI","LAT",110110,16,1541.54,"0"
1967,6,27,"MI","MI","LAT",102400,16,2457.6,"0"
1967,6,28,"MI","MI","LAT",102157,17,2553.93,"0"
1967,6,28,"SU","MI","LAT",102365,16,1535.48,"0"
1967,6,29,"MI","MI","LAT",98211,17,2553.49,"0"
1967,7,27,"SU","MI","LAT",100797,17,2923.11,"0"
1967,9,28,"MI","MI","LAT",285000,NA,1710,"0"
1967,10,7,"MI","WI","LAT",284600,NA,1707.6,"0"
1967,10,25,"SU","MN","LAT",11890,NA,29.73,"0"
1967,10,25,"SU","MN","LAT",17100,NA,42.75,"0"
1967,10,25,"SU","MN","LAT",16920,NA,42.3,"0"
1967,11,3,"SU","MN","LAT",58680,NA,146.7,"0"
1967,11,3,"SU","MN","LAT",49140,NA,122.85,"0"
1967,5,16,"MI","WI","BKT",9000,NA,NA,"0"
1967,5,16,"MI","MI","BKT",23809,NA,NA,"0"
1967,5,16,"MI","MI","BKT",782,NA,NA,"0"
1967,5,16,"MI","WI","BNT",12540,NA,NA,"0"
1967,5,16,"MI","WI","BNT",21835,NA,NA,"0"
1967,5,16,"MI","WI","BNT",5100,NA,NA,"0"
1967,5,16,"MI","WI","BNT",9000,NA,NA,"0"
1967,5,16,"MI","MI","CHS",590830,NA,NA,"0"
1967,5,16,"MI","MI","CHS",210560,NA,NA,"0"
1967,5,16,"MI","MI","COS",750000,NA,NA,"0"
1967,5,16,"MI","MI","COS",433200,NA,NA,"0"
1967,5,16,"MI","MI","COS",502700,NA,NA,"0"
1967,5,16,"MI","MI","COS",46400,NA,NA,"0"
1967,5,16,"MI","WI","LAT",202280,16,4247.88,"0"
1967,5,16,"MI","MI","LAT",165080,17,4292.08,"0"
1967,5,16,"MI","WI","LAT",540950,17,11359.95,"0"
1967,5,16,"MI","WI","RBT",7040,NA,NA,"0"
1967,5,16,"MI","WI","RBT",13530,NA,NA,"0"
1967,5,16,"MI","WI","RBT",33190,NA,NA,"0"
1967,5,16,"MI","MI","RBT",25385,NA,NA,"0"
1967,5,16,"MI","MI","RBT",1935,NA,NA,"0"
1967,5,16,"MI","MI","RBT",5000,NA,NA,"0"
1967,5,16,"MI","WI","RBT",6900,NA,NA,"0"
1967,5,16,"MI","WI","RBT",15380,NA,NA,"0"
1967,5,16,"MI","WI","RBT",8500,NA,NA,"0"
1967,5,16,"SU","MI","CHS",33460,NA,NA,"0"
1967,5,16,"SU","MI","COS",467000,NA,NA,"0"
1967,5,16,"SU","WI","LAT",31570,15,726.11,"0"
1967,5,16,"SU","WI","LAT",58522,15,1404.53,"0"
1967,5,16,"SU","WI","LAT",62378,14,998.05,"0"
1967,5,16,"SU","WI","LAT",91297,NA,NA,"0"
1967,5,16,"SU","WI","LAT",105290,NA,947.61,"0"
1967,5,16,"SU","MI","LAT",151802,16,2125.23,"0"
1967,5,16,"SU","MI","LAT",150450,15,1955.85,"0"
1967,5,16,"SU","ON","LAT",62500,16,312.5,"0"
1967,5,16,"SU","ON","LAT",31200,13,280.8,"0"
1967,5,16,"SU","ON","LAT",31200,13,280.8,"0"
1967,5,16,"SU","ON","LAT",62400,13,748.8,"0"
1967,5,16,"SU","ON","LAT",62500,15,375,"0"
1967,5,16,"SU","MI","LAT",227926,16,6381.93,"0"
1967,5,16,"SU","MI","LAT",252696,16,6317.4,"0"
1967,5,16,"SU","MI","LAT",150180,16,2252.7,"0"
1967,5,16,"SU","ON","LAT",31200,13,280.8,"0"
1967,5,16,"SU","ON","LAT",31200,13,280.8,"0"
1967,5,16,"SU","ON","LAT",62400,13,748.8,"0"
1967,5,16,"SU","MI","LAT",251667,17,7550.01,"0"
1967,5,16,"SU","ON","LAT",62500,16,312.5,"0"
1967,5,16,"SU","MI","LAT",252810,16,2780.91,"0"
1967,5,16,"SU","MI","LAT",108644,16,1846.95,"0"
1967,5,16,"SU","ON","LAT",62500,15,375,"0"
1968,4,18,"MI","IL","LAT",103650,15,1865.7,"0"
1968,4,22,"MI","IN","LAT",1e+05,15,1800,"0"
1968,4,29,"MI","MI","LAT",100300,15,1604.8,"0"
1968,5,2,"MI","MI","LAT",141240,15,2401.08,"0"
1968,5,6,"MI","MI","LAT",61990,NA,1177.81,"0"
1968,5,7,"MI","MI","LAT",58920,NA,1119.48,"0"
1968,5,8,"MI","MI","LAT",57910,NA,1100.29,"0"
1968,5,9,"MI","MI","LAT",50000,NA,950,"0"
1968,5,10,"MI","MI","LAT",90250,NA,1805,"0"
1968,5,13,"MI","MI","LAT",87170,NA,1743.4,"0"
1968,5,14,"SU","MI","LAT",105240,NA,1683.84,"0"
1968,5,15,"MI","MI","LAT",100300,NA,1805.4,"0"
1968,5,21,"SU","MI","LAT",107500,NA,1612.5,"0"
1968,5,21,"SU","ON","LAT",13320,NA,106.56,"0"
1968,6,6,"SU","MI","LAT",105200,NA,1788.4,"0"
1968,6,13,"SU","MN","LAT",47784,16,922.23,"0"
1968,6,13,"SU","MN","LAT",45805,16,884.04,"0"
1968,6,13,"SU","MN","LAT",48532,16,936.67,"0"
1968,6,13,"SU","MN","LAT",56807,16,1096.38,"0"
1968,6,13,"SU","MN","LAT",24205,16,467.16,"0"
1968,6,18,"SU","MI","LAT",148920,NA,2829.48,"0"
1968,7,11,"SU","MI","LAT",96730,NA,2611.71,"0"
1968,10,30,"SU","MN","LAT",44764,NA,NA,"0"
1968,10,30,"SU","MN","LAT",19240,NA,NA,"0"
1968,10,30,"SU","MN","LAT",36494,NA,NA,"0"
1968,10,30,"SU","MN","LAT",27930,NA,NA,"0"
1968,10,30,"SU","MN","LAT",24585,NA,NA,"0"
1968,5,16,"ER","NY","COS",5000,NA,NA,"0"
1968,5,16,"ER","OH","COS",30000,NA,NA,"0"
1968,5,16,"ER","PA","COS",7000,NA,NA,"0"
1968,5,16,"ER","PA","COS",20000,NA,NA,"0"
1968,5,16,"ER","PA","COS",15000,NA,NA,"0"
1968,5,16,"ER","PA","COS",34000,NA,NA,"0"
1968,5,16,"ER","PA","COS",10000,NA,NA,"0"
1968,5,16,"HU","MI","CHS",2e+05,NA,NA,"0"
1968,5,16,"HU","MI","CHS",65000,NA,NA,"0"
1968,5,16,"HU","MI","COS",75000,NA,NA,"0"
1968,5,16,"HU","MI","COS",50000,NA,NA,"0"
1968,5,16,"HU","MI","COS",177000,NA,NA,"0"
1968,5,16,"HU","MI","COS",1e+05,NA,NA,"0"
1968,5,16,"MI","WI","BKT",21530,NA,NA,"0"
1968,5,16,"MI","MI","BKT",23951,NA,NA,"0"
1968,5,16,"MI","WI","BKT",4000,NA,NA,"0"
1968,5,16,"MI","WI","BNT",11000,NA,NA,"0"
1968,5,16,"MI","WI","BNT",34200,NA,NA,"0"
1968,5,16,"MI","WI","BNT",22340,NA,NA,"0"
1968,5,16,"MI","WI","BNT",84200,NA,NA,"0"
1968,5,16,"MI","WI","BNT",14150,NA,NA,"0"
1968,5,16,"MI","WI","BNT",7500,NA,NA,"0"
1968,5,16,"MI","WI","BNT",3200,NA,NA,"0"
1968,5,16,"MI","WI","BNT",24000,NA,NA,"0"
1968,5,16,"MI","WI","BNT",5000,NA,NA,"0"
1968,5,16,"MI","WI","BNT",7600,NA,NA,"0"
1968,5,16,"MI","WI","BNT",10000,NA,NA,"0"
1968,5,16,"MI","WI","BNT",8400,NA,NA,"0"
1968,5,16,"MI","WI","BNT",20000,NA,NA,"0"
1968,5,16,"MI","MI","CHS",322000,NA,NA,"0"
1968,5,16,"MI","MI","CHS",365000,NA,NA,"0"
1968,5,16,"MI","MI","COS",52000,NA,NA,"0"
1968,5,16,"MI","MI","COS",101000,NA,NA,"0"
1968,5,16,"MI","MI","COS",148000,NA,NA,"0"
1968,5,16,"MI","MI","COS",74000,NA,NA,"0"
1968,5,16,"MI","MI","COS",220000,NA,NA,"0"
1968,5,16,"MI","MI","COS",98000,NA,NA,"0"
1968,5,16,"MI","MI","COS",308000,NA,NA,"0"
1968,5,16,"MI","MI","COS",50000,NA,NA,"0"
1968,5,16,"MI","MI","COS",25000,NA,NA,"0"
1968,5,16,"MI","MI","COS",1e+05,NA,NA,"0"
1968,5,16,"MI","WI","LAT",201160,NA,3822.04,"0"
1968,5,16,"MI","WI","LAT",184250,NA,3869.25,"0"
1968,5,16,"MI","WI","LAT",193310,NA,4252.82,"0"
1968,5,16,"MI","WI","LAT",238040,NA,4760.8,"0"
1968,5,16,"MI","MI","LAT",107410,NA,2040.79,"0"
1968,5,16,"MI","WI","RBT",15374,NA,NA,"0"
1968,5,16,"MI","MI","RBT",10000,NA,NA,"0"
1968,5,16,"MI","MI","RBT",5000,NA,NA,"0"
1968,5,16,"MI","MI","RBT",14916,NA,NA,"0"
1968,5,16,"MI","MI","RBT",5000,NA,NA,"0"
1968,5,16,"MI","MI","RBT",6000,NA,NA,"0"
1968,5,16,"MI","MI","RBT",10000,NA,NA,"0"
1968,5,16,"MI","MI","RBT",14000,NA,NA,"0"
